"","chart_position","title","artist","year","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","explicit","popularity","genre1","genre2","genre3","genre4","genre5"
"626",27,"Roses","The Chainsmokers Rozes",2016,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.0038,0.309,0.343,100,"3vv9phIu6Y1vX3jcqaGz5Z",226739,"FALSE","73","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"627",28,"Treat You Better","Shawn Mendes",2016,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,83,"3QGsuHI8jO1Rx4JWLUh9jd",187973,"FALSE","82","atl hip hop","pop rap","rap","southern hip hop","trap"
"628",29,"Too Good","Drake Rihanna",2016,0.794,0.653,7,-7.839,1,0.104,0.0489,0,0.1,0.397,118,"3BtuIIrQlkujKPuWF2B85z",263373,"TRUE","72","canadian pop","pop","post-teen pop","canadian pop","pop"
"629",30,"Low Life","Future The Weeknd",2016,0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,144,"7EiZI6JVHllARrX9PUvAdX",313547,"TRUE","74","canadian contemporary r&b","canadian pop","pop","canadian contemporary r&b","canadian pop"
"630",31,"What Do You Mean?","Justin Bieber",2016,0.845,0.567,5,-8.118,0,0.0956,0.59,0.0014,0.0811,0.793,125,"4B0JvthVoAAuygILe3n4Bs",205680,"FALSE","77","dance pop","pop","post-teen pop","dance pop","pop"
"631",32,"The Hills","The Weeknd",2016,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113,"7fBv7CLKzipRk6EC6TWHOB",242253,"TRUE","87","kentucky hip hop","pop rap","rap","trap","kentucky hip hop"
"632",33,"Just Like Fire","P!nk",2016,0.632,0.701,7,-5.921,1,0.146,0.0114,0,0.108,0.497,163,"7K5dzhGda2vRTaAWYI3hrb",215414,"FALSE","69","dance pop","pop","post-teen pop","dance pop","pop"
"633",34,"Broccoli","D.R.A.M. Lil Yachty",2016,0.825,0.485,8,-11.479,1,0.395,0.187,0,0.0904,0.792,146,"7zeawIXTXhKHSJljUduF2W",233278,"FALSE","8","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"634",35,"Don't","Bryson Tiller",2016,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,97,"3pXF1nA74528Edde4of9CC",198293,"TRUE","78","electropop","indie cafe pop","pop","social media pop","electropop"
"635",36,"Dangerous Woman","Ariana Grande",2016,0.664,0.602,4,-5.369,0,0.0412,0.0529,0,0.356,0.289,134,"7l94dyN2hX9c6wWcZQuOGJ",235947,"FALSE","75","canadian contemporary r&b","canadian pop","dance pop","electropop","pop"
"636",37,"Jumpman","Drake  Future",2016,0.852,0.553,1,-7.286,1,0.187,0.0559,0,0.332,0.656,142,"27GmP9AWRs744SzKcpJsTZ",205879,"TRUE","73","dance pop","pop","pop dance","post-teen pop","dance pop"
"637",38,"I Hate U I Love U","gnash Olivia O'Brien",2016,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,93,"7vRriwrloYVaoAe3a9wJHe",251034,"TRUE","80","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"638",39,"Here","Alessia Cara",2016,0.376,0.821,0,-3.974,1,0.104,0.0785,0,0.0823,0.331,120,"1wYZZtamWTQAoj8B812uKQ",199453,"FALSE","66","dance pop","hip pop","pop","pop dance","post-teen pop"
"639",40,"Same Old Love","Selena Gomez",2016,0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98,"1BZG99C7Co1r6QUC3zaS59",229080,"FALSE","64","dance pop","pop","post-teen pop","viral pop","dance pop"
"640",41,"Controlla","Drake",2016,0.59,0.468,10,-11.083,0,0.185,0.0789,0,0.101,0.349,92,"3O8NlPh2LByMU9lSRSHedm",245227,"TRUE","71","australian pop","modern rock","neo mellow","pop","pop rock"
"641",42,"Like I'm Gonna Lose You","Meghan Trainor John Legend",2016,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108,"2YlZnw2ikdb837oKMKjBkW",225053,"FALSE","79","dance pop","hip pop","pop","pop dance","post-teen pop"
"642",43,"One Call Away","Charlie Puth",2016,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91,"7soJgKhQTO8hLP2JPRkL5O",194453,"FALSE","66","dance pop","edm","electropop","pop","pop dance"
"643",44,"Let It Go","James Bay",2016,0.546,0.311,1,-10.396,1,0.0288,0.818,0,0.107,0.246,147,"13HVjjWUZFaWilh2QUJKsP",260533,"FALSE","72","dance pop","edm","electro house","electronic trap","pop"
"644",45,"No","Meghan Trainor",2016,0.557,0.803,1,-3.599,0,0.213,0.0124,0,0.737,0.657,92,"0l0CvurVUrr2w3Jj1hOVFc",213507,"FALSE","72","miami hip hop","viral trap","miami hip hop","viral trap","miami hip hop"
"645",46,"Never Forget You","Zara Larsson  MNEK",2016,0.583,0.732,11,-5.728,0,0.0457,0.0031,0,0.269,0.276,146,"6hmhG1b4LEyNuashVvuIAo",213428,"FALSE","74","contemporary country","country","country pop","country road","modern country rock"
"646",47,"Let Me Love You","DJ Snake Justin Bieber",2016,0.649,0.716,8,-5.371,1,0.0349,0.0863,0,0.135,0.163,100,"0lYBSQXN6rCTvUZvg9S0lU",205947,"FALSE","81","dance pop","pop","post-teen pop","viral pop","dance pop"
"647",48,"Don't Mind","Kent Jones",2016,0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.063,0.69,159,"27PmvZoffODNFW2p7ehZTQ",198237,"TRUE","64","dance pop","pop","post-teen pop","dance pop","pop"
"648",49,"H.O.L.Y.","Florida Georgia Line",2016,0.523,0.666,7,-4.081,0,0.0327,0.401,0,0.0728,0.564,78,"0BCy325UZyR9z0t0uxwn2N",194187,"FALSE","71","dance pop","electropop","indie poptimism","pop","post-teen pop"
"649",50,"We Don't Talk Anymore","Charlie Puth Selena Gomez",2016,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100,"37FXw5QGFN7uwwsLy8uAc0",217707,"FALSE","68","kentucky hip hop","pop rap","rap","trap","kentucky hip hop"
"650",51,"Into You","Ariana Grande",2016,0.623,0.734,9,-5.948,1,0.107,0.0162,0,0.145,0.37,108,"2meEiZKWkiN28gITzFwQo5",244453,"FALSE","75","new jersey rap","pop rap","rap","southern hip hop","trap"
"651",52,"Gold","Kiiara",2016,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113,"6ZSO7kPn8IMJFymyticbJO",225882,"FALSE","67","chicago rap","dance pop","hip hop","pop","pop rap"
"652",53,"Exchange","Bryson Tiller",2016,0.525,0.433,6,-10.598,1,0.185,0.107,0,0.135,0.276,160,"43PuMrRfbyyuz4QpZ3oAwN",194613,"TRUE","77","dance pop","pop","pop dance","post-teen pop","dance pop"
"653",54,"679","Fetty Wap Remy Boyz",2016,0.618,0.717,7,-5.738,1,0.318,0.0026,0,0.625,0.603,190,"5NQbUaeTEOGdD6hHcre0dZ",196693,"TRUE","76","baton rouge rap","rap","southern hip hop","trap","baton rouge rap"
"654",55,"Oui","Jeremih",2016,0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,79,"0PJIbOdMs3bd5AT8liULMQ",238320,"FALSE","75","canadian contemporary r&b","canadian pop","pop","canadian contemporary r&b","canadian pop"
"655",56,"Hands To Myself","Selena Gomez",2016,0.811,0.499,5,-7.161,0,0.118,0.0147,0,0.342,0.466,111,"1LoriJC05IrHIDwj3q0KC1",200680,"FALSE","64","dance pop","hip hop","miami hip hop","pop","pop rap"
"656",57,"2 Phones","Kevin Gates",2016,0.895,0.681,7,-5.267,0,0.358,0.157,0,0.189,0.554,122,"0wdKiSBUT7aZkXUIdJWcwC",240000,"TRUE","70","australian dance","australian electropop","australian indie","downtempo","edm"
"657",58,"Starboy","The Weeknd Daft Punk",2016,0.679,0.587,7,-7.015,1,0.276,0.141,0,0.137,0.486,186,"7MXVkk9YMctZqd1Srtv4MB",230453,"TRUE","85","canadian contemporary r&b","canadian pop","pop","canadian contemporary r&b","canadian pop"
"658",59,"For Free","DJ Khaled Drake",2016,0.916,0.571,10,-8.241,0,0.2,0.0173,0,0.153,0.498,104,"4JDZl9nKIAhAhDjw753u4X",183695,"TRUE","54","dance pop","hip pop","pop","pop dance","post-teen pop"
"659",60,"Never Be Like You","Flume Kai",2016,0.444,0.557,0,-5.476,1,0.0602,0.453,0,0.152,0.296,115,"5WI2ltQIdwgzf1SNE76JyR",234910,"TRUE","67","modern blues rock","modern blues rock","modern blues rock","modern blues rock","modern blues rock"
"660",61,"In The Night","The Weeknd",2016,0.505,0.68,7,-4.993,1,0.0714,0.0796,0,0.0465,0.539,168,"25KybV9BOUlvcnv7nN3Pyo",235653,"TRUE","73","contemporary country","country","country road","modern country rock","contemporary country"
"661",62,"Me Too","Meghan Trainor",2016,0.934,0.694,11,-5.849,0,0.101,0.0971,0,0.477,0.833,124,"3KwwE4sgCzMaKWq6QBebmX",181240,"FALSE","71","dfw rap","melodic rap","rap","dfw rap","melodic rap"
"662",63,"Ex's & Oh's","Elle King",2016,0.612,0.921,7,-2.879,1,0.0848,0.0183,0,0.0576,0.453,140,"70eDxAyAraNTiD6lx2ZEnH",202173,"FALSE","72","australian pop","dance pop","pop","pop dance","pop rock"
"663",64,"Die A Happy Man","Thomas Rhett",2016,0.595,0.389,2,-9.245,1,0.0349,0.418,0,0.116,0.4,166,"5kNe7PE09d6Kvw5pAsx23n",227427,"FALSE","74","modern alternative rock","modern rock","pop","pop rock","rock"
"664",65,"White Iverson","Post Malone",2016,0.675,0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130,"6eT7xZZlB2mwyzJ2sUKG6w",256533,"TRUE","77","hip hop","new orleans rap","pop rap","rap","trap"
"665",66,"Close","Nick Jonas Tove Lo",2016,0.654,0.623,6,-5.273,0,0.082,0.253,0,0.144,0.401,124,"3lSDIJ2abCrOdDJ6pshUap",234213,"FALSE","71","australian pop","dance pop","pop","pop dance","pop rock"
"666",67,"Unsteady","X Ambassadors",2016,0.389,0.665,0,-6.169,1,0.0644,0.178,7e-04,0.116,0.199,117,"7lGKEWMXVWWTt3X71Bv44I",193547,"FALSE","76","modern alternative rock","modern rock","pop","pop rock","rock"
"667",68,"Sucker For Pain","Lil Wayne Wiz Khalifa  Imagine Dragons With Logic  Ty Dolla $ign Feat. X Ambassadors",2016,0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169,"4dASQiO1Eoo3RJvt74FtXB",243491,"TRUE","76","hip hop","new orleans rap","pop rap","rap","trap"
"668",69,"Down In The DM","Yo Gotti Nicki Minaj",2016,0.791,0.634,1,-7.684,0,0.0639,0.0024,1e-04,0.0812,0.323,153,"5w1vhNA2OEWUQ371QzyMmM",259072,"TRUE","57","dirty south rap","gangster rap","hip hop","memphis hip hop","pop rap"
"669",70,"Luv","Tory Lanez",2016,0.539,0.528,11,-8.113,0,0.252,0.0108,0,0.117,0.252,190,"16Ah4QqH4mgYVXqfC4mdSd",228640,"TRUE","66","canadian hip hop","hip hop","melodic rap","pop rap","rap"
"670",71,"Sorry","Beyonce",2016,0.775,0.598,2,-7.274,1,0.0535,0.0018,0,0.253,0.356,130,"0lnIJmgcUpEpe4AZACjayW",232560,"TRUE","69","dance pop","pop","pop dance","post-teen pop","r&b"
"671",72,"Can't Feel My Face","The Weeknd",2016,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,108,"22VdIZQfgXJea34mQxlt81",213520,"FALSE","81","canadian contemporary r&b","canadian pop","pop","canadian contemporary r&b","canadian pop"
"672",73,"Hymn For The Weekend","Coldplay",2016,0.491,0.693,0,-6.487,0,0.0377,0.211,0,0.325,0.412,90,"3RiPr603aXAoi4GHyXx0uy",258267,"FALSE","79","permanent wave","pop","permanent wave","pop","permanent wave"
"673",74,"Say It","Tory Lanez",2016,0.546,0.529,11,-10.511,0,0.0583,0.0862,0,0.124,0.247,107,"2Gyc6e2cLxA5hoX1NOvYnU",237787,"TRUE","70","canadian hip hop","hip hop","melodic rap","pop rap","rap"
"674",75,"Antidote","Travis Scott",2016,0.713,0.526,1,-5.046,1,0.032,0.0077,1e-04,0.124,0.131,131,"1wHZx0LgzFHyeIZkUydNXq",262693,"TRUE","75","rap","slap house","rap","slap house","rap"
"675",76,"Lost Boy","Ruth B",2016,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,124,"4h0zU3O9R5xzuTmNO7dNDU",275280,"FALSE","75","canadian contemporary r&b","canadian pop","indie cafe pop","pop","post-teen pop"
"676",77,"Side To Side","Ariana Grande Nicki Minaj",2016,0.65,0.736,6,-5.84,0,0.229,0.0528,0,0.235,0.613,159,"1pKeFVVUOPjFsOABub0OaV",226160,"TRUE","74","dance pop","pop","post-teen pop","dance pop","pop"
"677",78,"Sit Still, Look Pretty","Daya",2016,0.655,0.74,2,-4.081,1,0.274,0.14,0,0.106,0.543,182,"0EGuSSpuu9wmHCtvb4PdLO",202221,"FALSE","68","dance pop","edm","electropop","indie poptimism","pop"
"678",79,"Wildest Dreams","Taylor Swift",2016,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140,"59HjlYCeBsxdI0fcm3zglw",220440,"FALSE","71","dance pop","pop","pop dance","dance pop","pop"
"679",80,"Middle","DJ Snake Bipolar Sunshine",2016,0.583,0.695,9,-5.336,1,0.0423,0.0141,0,0.0527,0.224,105,"0g5EKLgdKvNlln7TNqBByK",220573,"FALSE","75","dance pop","edm","electro house","electronic trap","pop"
"680",81,"On My Mind","Ellie Goulding",2016,0.702,0.705,0,-6.666,1,0.0543,0.258,0,0.0879,0.743,155,"5a7NdkF09AfD0H607eiOkX",213445,"FALSE","65","dance pop","edm","electropop","indietronica","metropopolis"
"681",82,"Pop Style","Drake The Throne",2016,0.789,0.488,4,-9.093,0,0.227,0.179,0,0.104,0.0644,133,"23NWj2izXAJ4yL6Nah73wf",209453,"TRUE","54","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"682",83,"When We Were Young","Adele",2016,0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144,"7GgWAITsYJaRM3r50rfh5w",290900,"FALSE","73","british soul","pop","pop soul","uk pop","british soul"
"683",84,"Hide Away","Daya",2016,0.885,0.8,11,-4.714,0,0.0846,0.23,0,0.0734,0.464,95,"0uyZ5ckiIUbFZd3P6RWmrj",192376,"FALSE","63","dance pop","edm","electropop","indie poptimism","pop"
"684",85,"Lean On","Major Lazer  DJ Snake MO",2016,0.723,0.809,7,-3.081,0,0.0625,0.0035,0.0012,0.565,0.274,98,"1Lim1Py7xBgbAkAys3AGAG",176561,"FALSE","72","dance pop","edm","electro house","moombahton","pop"
"685",86,"I Know What You Did Last Summer","Shawn Mendes  Camila Cabello",2016,0.687,0.761,9,-4.582,0,0.0876,0.102,0,0.147,0.743,114,"2GyA33q5rti5IxkMQemRDH",223853,"FALSE","70","canadian pop","pop","post-teen pop","viral pop","canadian pop"
"686",88,"Watch Me","Silento",2016,0.821,0.759,8,-8.541,1,0.121,0.247,0,0.321,0.962,140,"5RIVoVdkDLEygELLCniZFr",185143,"FALSE","66","pinoy hip hop","pinoy hip hop","pinoy hip hop","pinoy hip hop","pinoy hip hop"
"687",89,"Back To Sleep","Chris Brown",2016,0.647,0.646,9,-5.483,0,0.243,0.0424,0,0.0888,0.721,93,"6dlpABcXrQKRU9G00i6Zba",201253,"TRUE","62","dance pop","pop","pop rap","r&b","rap"
"688",90,"No Limit","Usher Young Thug",2016,0.717,0.523,10,-6.506,0,0.0611,0.0799,0,0.206,0.282,127,"1CDBn2Lm7E63XKQDsdCq6O",228613,"TRUE","60","atl hip hop","dance pop","pop","r&b","south carolina hip hop"
"689",91,"Cut It","O.T. Genasis Young Dolph",2016,0.875,0.673,7,-4.184,1,0.0932,0.135,0,0.292,0.231,130,"376KnY4TrgBITxjlnbnmIy",222600,"TRUE","60","gangster rap","pop rap","rap","southern hip hop","trap"
"690",92,"Really Really","Kevin Gates",2016,0.762,0.666,0,-6.055,1,0.0916,0.0043,0,0.127,0.278,119,"10I3CmmwT0BkOVhduDy53o",232093,"TRUE","70","baton rouge rap","rap","southern hip hop","trap","baton rouge rap"
"691",93,"All In My Head (Flex)","Fifth Harmony Fetty Wap",2016,0.689,0.791,0,-5.194,0,0.053,0.023,0,0.0526,0.755,95,"7nD9nN3jord9wWcfW3Gkcm",210573,"FALSE","64","dance pop","electropop","girl group","pop","pop dance"
"692",94,"Starving","Hailee Steinfeld  Grey Zedd",2016,0.728,0.616,4,-4.238,1,0.0645,0.378,0,0.105,0.508,100,"4Ce37cRWvM1vIGGynKcs22",181880,"FALSE","76","dance pop","pop","pop dance","post-teen pop","dance pop"
"693",95,"Adventure Of A Lifetime","Coldplay",2016,0.638,0.924,7,-3.887,1,0.036,0.0021,2e-04,0.149,0.53,112,"69uxyAqqPIsUyTO8txoP2M",263787,"FALSE","75","permanent wave","pop","permanent wave","pop","permanent wave"
"694",96,"Humble And Kind","Tim McGraw",2016,0.355,0.48,11,-7.31,1,0.0282,0.679,0,0.12,0.137,101,"4Pn0JlCUusD2QHjADuOzuV",259267,"FALSE","68","contemporary country","country","country road","contemporary country","country"
"695",97,"Wicked","Future",2016,0.718,0.679,11,-5.899,0,0.0706,0.0019,0.0104,0.385,0.205,158,"6BbINUfGabVyiNFJpQXn3x",173347,"TRUE","62","atl hip hop","pop rap","rap","southern hip hop","trap"
"696",98,"Tiimmy Turner","Desiigner",2016,0.603,0.725,6,-3.054,1,0.0393,0.174,0,0.0786,0.304,123,"3NJG6vMH1ZsectZkocMEm0",239853,"TRUE","69","pop rap","rap","trap","underground hip hop","viral trap"
"697",99,"See You Again","Wiz Khalifa Charlie Puth",2016,0.689,0.481,10,-7.503,1,0.0815,0.369,0,0.0649,0.283,80,"2JzZzZUQj3Qff7wapcbKjc",229526,"FALSE","81","hip hop","pittsburgh rap","pop rap","rap","southern hip hop"
"698",100,"Perfect","One Direction",2016,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,100,"3NLnwwAQbbFKcEcV8hDItk",230333,"FALSE","76","boy band","pop","post-teen pop","talent show","boy band"
"699",1,"Shape Of You","Ed Sheeran",2017,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,96,"7qiZfU4dY1lWllzX7mPBI3",233713,"FALSE","85","pop","uk pop","pop","uk pop","pop"
"700",2,"Despacito","Luis Fonsi  Daddy Yankee Justin Bieber",2017,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178,"6rPO02ozF3bM7NnOV4h6s2",228827,"FALSE","73","latin","latin pop","puerto rican pop","tropical","latin"
"701",3,"That's What I Like","Bruno Mars",2017,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134,"0KKkJNfGyhkQ5aFogxQAPU",206693,"FALSE","82","pop","pop","pop","pop","pop"
"702",4,"Humble.","Kendrick Lamar",2017,0.908,0.621,1,-6.638,0,0.102,3e-04,1e-04,0.0958,0.421,150,"7KXjTSCq5nL1LoYtL7XAwS",177000,"TRUE","82","conscious hip hop","hip hop","rap","west coast rap","conscious hip hop"
"703",5,"Something Just Like This","The Chainsmokers  Coldplay",2017,0.617,0.635,11,-6.769,0,0.0317,0.0498,0,0.164,0.446,103,"6RUKPb4LETWmmr3iAEQktW",247160,"FALSE","83","dance pop","edm","electropop","pop","pop dance"
"704",6,"Bad And Boujee","Migos Lil Uzi Vert",2017,0.927,0.665,11,-5.313,1,0.244,0.061,0,0.123,0.175,127,"4Km5HrUvYTaSUfiSGPJeQR",343150,"TRUE","75","atl hip hop","hip hop","pop rap","rap","southern hip hop"
"705",7,"Closer","The Chainsmokers Halsey",2017,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95,"7BKLCZ1jbUBVqRi2FVlTVw",244960,"FALSE","84","dance pop","edm","electropop","pop","pop dance"
"706",8,"Body Like A Back Road","Sam Hunt",2017,0.732,0.458,5,-7.225,1,0.0311,0.447,0,0.136,0.661,99,"7mldq42yDuxiUNn08nvzHO",165387,"FALSE","73","contemporary country","country pop","contemporary country","country pop","contemporary country"
"707",9,"Believer","Imagine Dragons",2017,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,125,"0pqnGHJpmpxLKifKRmU6WP",204347,"FALSE","87","modern rock","rock","modern rock","rock","modern rock"
"708",10,"Congratulations","Post Malone Quavo",2017,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123,"3a1lNhkSLSkpJE4MSHpDu9",220293,"TRUE","82","dfw rap","melodic rap","rap","dfw rap","melodic rap"
"709",11,"Say You Won't Let Go","James Arthur",2017,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85,"5uCax9HTNlzGybIStD3vDh",211467,"FALSE","86","pop","talent show","uk pop","pop","talent show"
"710",12,"I'm The One","DJ Khaled Justin Bieber Quavo Chance The Rapper  Lil Wayne",2017,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,81,"1jYiIOC5d6soxkJP81fxq2",288877,"TRUE","66","dance pop","hip hop","miami hip hop","pop","pop rap"
"711",13,"XO TOUR Llif3","Lil Uzi Vert",2017,0.732,0.75,11,-6.366,0,0.231,0.0026,0,0.109,0.401,155,"7GX5flRQZVHRAGd6B4TmDO",182707,"TRUE","83","melodic rap","philly rap","rap","trap","melodic rap"
"712",14,"Mask Off","Future",2017,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150,"0VgkVdmE4gld66l8iyGjgx",204600,"TRUE","80","atl hip hop","pop rap","rap","southern hip hop","trap"
"713",15,"Unforgettable","French Montana Swae Lee",2017,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,98,"3B54sVLJ402zGa6Xm4YGNe",233902,"TRUE","80","hip hop","pop rap","rap","southern hip hop","trap"
"714",16,"24K Magic","Bruno Mars",2017,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,107,"6b8Be6ljOzmkOmFslEb23P",225983,"FALSE","78","pop","pop","pop","pop","pop"
"715",17,"Stay","Zedd  Alessia Cara",2017,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102,"6uBhi9gBXWjanegOb2Phh0",210091,"FALSE","76","complextro","dance pop","edm","electro house","electropop"
"716",18,"Wild Thoughts","DJ Khaled Rihanna  Bryson Tiller",2017,0.613,0.681,8,-3.089,1,0.0778,0.0287,0,0.126,0.619,98,"45XhKYRRkyeqoW3teSOkCM",204664,"TRUE","65","dance pop","hip hop","miami hip hop","pop","pop rap"
"717",19,"Black Beatles","Rae Sremmurd Gucci Mane",2017,0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,146,"6fujklziTHa8uoM5OQSfIo",291893,"TRUE","75","hip hop","melodic rap","mississippi hip hop","pop rap","rap"
"718",20,"Starboy","The Weeknd Daft Punk",2017,0.679,0.587,7,-7.015,1,0.276,0.141,0,0.137,0.486,186,"7MXVkk9YMctZqd1Srtv4MB",230453,"TRUE","85","canadian contemporary r&b","canadian pop","pop","canadian contemporary r&b","canadian pop"
"719",21,"Location","Khalid",2017,0.736,0.449,1,-11.462,0,0.425,0.33,2e-04,0.0898,0.326,80,"152lZdxL1OR0ZMW6KquMif",219080,"FALSE","79","alternative r&b","pop","alternative r&b","pop","alternative r&b"
"720",22,"Attention","Charlie Puth",2017,0.775,0.613,3,-4.586,0,0.0542,0.109,0,0.134,0.797,100,"5cF0dROlMOK5uNZtivgu50",208787,"FALSE","80","dance pop","pop","post-teen pop","viral pop","dance pop"
"721",23,"There's Nothing Holdin' Me Back","Shawn Mendes",2017,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,122,"7JJmb5XwzOO8jgpou264Ml",199440,"FALSE","81","canadian pop","pop","post-teen pop","viral pop","canadian pop"
"722",24,"Bodak Yellow (Money Moves)","Cardi B",2017,0.813,0.574,9,-9.401,1,0.0577,0.0606,0,0.428,0.546,125,"3g2qgbWPl8TcgJIkstWpSV",220395,"FALSE","7","atl hip hop","hip hop","pop rap","rap","atl hip hop"
"723",25,"Redbone","Childish Gambino",2017,0.743,0.347,1,-11.174,1,0.121,0.167,0.0095,0.103,0.572,160,"0wXuerDYiBnERgIpbb3JBR",326933,"TRUE","83","dance pop","pop","pop dance","post-teen pop","uk pop"
"724",26,"I Don't Wanna Live Forever (Fifty Shades Darker)","Zayn  Taylor Swift",2017,0.731,0.445,0,-8.418,1,0.0533,0.0586,0,0.14,0.106,118,"55n9yjI6qqXh5F2mYvUc2y",247160,"FALSE","78","edm","pop","pop dance","tropical house","edm"
"725",27,"It Ain't Me","Kygo Selena Gomez",2017,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,100,"12GEpg2XOPyqk03JZEZnJs",220781,"FALSE","65","pop","pop rap","rap","social media pop","pop"
"726",28,"iSpy","KYLE Lil Yachty",2017,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75,"2EEeOnHehOozLq4aS0n6SL",253107,"TRUE","73","dance pop","electropop","pop","pop dance","post-teen pop"
"727",29,"Issues","Julia Michaels",2017,0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114,"7vu0JkJh0ldukEYbTVcqd0",176320,"FALSE","68","canadian contemporary r&b","canadian pop","dance pop","electropop","pop"
"728",30,"Scars To Your Beautiful","Alessia Cara",2017,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97,"0prNGof3XqfTvNDxHonvdK",230227,"FALSE","74","conscious hip hop","dmv rap","hip hop","pop rap","rap"
"729",31,"1-800-273-8255","Logic Alessia Cara  Khalid",2017,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100,"5tz69p7tJuGPeMGwNTxYuV",250173,"TRUE","78","dance pop","pop","post-teen pop","dance pop","pop"
"730",32,"Slow Hands","Niall Horan",2017,0.735,0.425,0,-6.648,1,0.0464,0.011,0,0.055,0.848,86,"2cOUlop2ZakjOKe4WinesN",188174,"FALSE","75","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"731",33,"Love On The Brain","Rihanna",2017,0.509,0.637,4,-4.83,0,0.0471,0.0717,0,0.0789,0.378,172,"5oO3drDxtziYU2H1X23ZIp",224000,"TRUE","80","canadian contemporary r&b","canadian pop","pop","canadian contemporary r&b","canadian pop"
"732",34,"I Feel It Coming","The Weeknd Daft Punk",2017,0.773,0.819,0,-5.946,0,0.118,0.428,0,0.0679,0.585,93,"3dhjNA0jGA8vHBQ1VdD6vV",269187,"FALSE","83","detroit hip hop","hip hop","pop rap","rap","southern hip hop"
